Student_name,Student_letter_grade,Student_final_grade,final_exam_score,midterm_grade,midterm_letter_grade,midterm_exam_score,weely_hours_spent_studying _class,weekly_hours_spent_studying_general,weekly_hw_hours_general,weekly_hours_on_hw_class,effort_in_class,effort_outof_class,Study_group,Weekly_time_with_SG,low_sleep,high_sleep,exercise,taken_class_before,feelings_towards_teacher,student_height,student_weight,student_eyecolor,student_average_hw_grade,student_ID,student_credit_hours,student_nickname,student_nickname_ID,student_gpa,student_gpa_before,student_gpa_after,student_seated_row,student_seated_side,A
Rhys Mccormick,A,99.67,23.66,90,A-,22.37,3,14,3,20,Medium,Low,Y,34,1,10,N,N,,tallish,283.49,blue,58,X097V4,20,Eaton,EatonX097V4,1.57,1.57,0.85,12,Right,
Margo Wilkes,F,21.95,68.99,47,F,56.99,18,18,8,1,High,Low,Y,35,6,7,N,N,,above average height,124.31,blue,9,MM5BK3,16,Rayner,RaynerMM5BK3,2.06,2.06,3.82,2,Mid,
Aiysha Rodriquez,D+,67.58,44.92,68,D+,6.55,10,20,6,5,Low,Medium,Y,27,1,8,Y,N,,medium height,122.86,green,84,H2JVDV,18,Craig,CraigH2JVDV,0.27,0.27,1.87,1,Right,
Alexa Mata,F,41.86,85.86,13,F,58.26,17,3,17,2,Low,Low,N,33,5,8,Y,Y,,about average height,50.64,blue,6,3ZC0G5,5,Mcnally,Mcnally3ZC0G5,0.68,0.68,1.60,1,Left,
Kimberley Moss,F,23.05,36.12,39,F,4.38,15,6,4,6,High,Medium,N,23,4,8,N,Y,,tall,178.49,blue,80,CGDLX8,14,Woodley,WoodleyCGDLX8,3.82,3.82,1.38,7,Left,
Codie Nairn,C,74.24,30.89,66,D,16.02,7,20,19,8,High,Low,Y,7,4,9,Y,N,,medium height,146.14,green,85,DEK1XI,17,Metcalfe,MetcalfeDEK1XI,2.73,2.73,2.64,8,Left,
Meg Jennings,F,14.37,77.60,30,F,98.57,18,12,17,15,Medium,High,Y,27,3,8,Y,Y,,about average height,56.85,brown,2,16H0ZB,9,Workman,Workman16H0ZB,1.47,1.47,3.39,1,Mid,
Molly Fletcher,D-,62.49,0.02,6,F,79.89,6,8,1,10,Medium,Low,Y,40,5,7,N,Y,,above average height,80.78,brown,78,450H1M,16,Carty,Carty450H1M,3.35,3.35,0.21,12,Mid,
Eshaal Mayo,F,39.00,97.03,19,F,78.48,4,1,15,17,Low,High,Y,3,1,7,N,Y,,below average height,1.23,green,19,L80F82,17,Stubbs,StubbsL80F82,2.80,2.80,3.43,11,Mid,
Shirley Oliver,A,93.88,19.28,52,F,8.97,17,7,13,3,High,Medium,Y,36,2,7,N,Y,,about average height,76.92,green,88,BI66XY,8,Seymour,SeymourBI66XY,2.69,2.69,0.42,5,Left,
Zunaira Morse,B,84.63,4.78,23,F,87.96,6,11,9,5,Medium,Medium,N,3,2,10,N,N,,about average height,55.49,green,36,GMVESE,20,Mcneill,McneillGMVESE,3.47,3.47,2.87,4,Left,
Laaibah Benitez,F,53.52,42.12,20,F,27.29,7,2,2,8,Medium,Medium,Y,26,2,8,N,Y,,below average height,297.28,brown,77,U7F751,23,Krause,KrauseU7F751,2.80,2.80,2.93,12,Left,
Darcy Prosser,F,4.99,73.01,99,A,51.21,10,0,11,15,Low,Low,Y,26,4,11,Y,Y,,very short,97.31,brown,62,EBRGNS,11,Drummond,DrummondEBRGNS,0.80,0.80,0.56,16,Right,
Hebe Perkins,A,98.60,91.82,26,F,50.94,5,13,2,10,Low,Low,N,16,5,7,Y,N,,short,45.67,blue,98,PX99OP,24,Wise,WisePX99OP,1.29,1.29,3.47,5,Mid,
Diogo Mclean,F,27.52,71.52,81,B-,92.11,16,0,14,19,Low,Low,Y,19,4,7,Y,N,,below average height,1.83,brown,43,WCZJUH,21,Madden,MaddenWCZJUH,2.35,2.35,0.99,3,Left,
Blanche Robin,F,22.61,76,41,F,36.95,,,,,,,,,,,N,N,,below average height,179.99,brown,79,LY4XJF,22,Wolf,WolfLY4XJF,2.73,2.73,3.14,13,Left,
Lilianna Beech,A,98.37,41.19,60,D-,92.54,7,5,6,13,Medium,Medium,Y,12,1,9,Y,Y,,tall,254.05,green,57,326VQV,4,Mckee,Mckee326VQV,2.51,2.51,3.84,4,Left,
Camron Craig,F,31.12,14.31,67,D,29.05,19,9,11,0,Medium,High,Y,16,4,7,N,Y,,below average height,178.73,blue,40,GZP034,4,Raymond,RaymondGZP034,1.87,1.87,1.81,2,Left,
Janet Combs,D+,67.94,27.83,7,F,61.91,18,8,0,9,Low,High,Y,26,5,9,N,Y,,above average height,262.06,green,26,ZG0LA7,5,Thatcher,ThatcherZG0LA7,0.30,0.30,0.54,8,Mid,
Rares Mcmanus,C+,78.38,92.27,86,B,48.28,10,14,8,1,Medium,Low,N,16,4,9,Y,N,,below average height,230.94,brown,73,ZE71AH,6,William,WilliamZE71AH,1.58,1.58,3.67,3,Left,
Darci Irwin,F,29.74,42.38,55,F,3.14,9,17,19,0,High,Low,Y,14,3,8,Y,N,,shortish,127.88,green,26,55WN6L,20,Yang,Yang55WN6L,1.60,1.60,3.89,11,Left,
Tre Powers,C-,72.36,9.22,19,F,21.09,18,17,14,19,Medium,Low,Y,8,5,9,Y,N,,medium height,117.57,brown,66,U4R3TW,13,Bird,BirdU4R3TW,2.40,2.40,0.99,3,Right,
Lily-Rose Carson,F,46.39,72.64,85,B,94.24,14,16,10,6,High,Low,Y,4,2,10,Y,N,,very tall,221.48,brown,53,E640DA,11,Xiong,XiongE640DA,3.04,3.04,2.35,15,Mid,
Ayoub Morin,F,45.72,46.64,58,F,75.39,20,18,6,9,Low,Low,Y,37,5,8,N,Y,,medium height,274.38,brown,83,Q5MROW,20,Welsh,WelshQ5MROW,2.90,2.90,3.54,4,Right,
Suzanna Bird,F,7.03,75.25,58,F,34.79,16,5,18,16,Medium,Low,Y,18,6,11,Y,Y,,below average height,287.82,brown,78,Y8NOV2,2,Romero,RomeroY8NOV2,3.58,3.58,0.63,8,Right,
Kamal Jacobson,B,85.99,4.64,19,F,66.37,10,5,14,9,Low,Low,Y,8,2,11,Y,N,,medium height,19.56,green,78,YIT6KX,4,Kaufman,KaufmanYIT6KX,0.65,0.65,3.15,13,Right,
Jia Adkins,A,95.29,18.70,70,C-,4.59,14,10,15,3,Low,High,N,2,1,8,Y,Y,,above average height,114.69,green,83,TM8EFE,13,Baker,BakerTM8EFE,0.95,0.95,1.90,9,Mid,
Arslan Fleming,F,16.07,13.08,90,A-,5.00,15,6,16,4,Low,Low,Y,28,5,9,N,Y,,very short,150.90,brown,79,H727S1,8,Steele,SteeleH727S1,3.43,3.43,0.65,7,Right,
Iolo Wilkinson,F,23.17,83.70,80,B-,25.86,13,0,19,13,Medium,Low,Y,2,3,11,Y,N,,tall,204.26,brown,64,0BEGAR,23,Ball,Ball0BEGAR,1.44,1.44,2.66,1,Left,
Elize Krueger,F,45.43,70.85,48,F,54.14,11,7,17,0,Low,High,Y,30,5,10,Y,Y,,above average height,40.23,green,86,2XM9BP,10,Solis,Solis2XM9BP,2.24,2.24,0.78,13,Left,
Tiarna Murray,A,98.47,39.78,47,F,38.70,8,2,14,13,Medium,Medium,Y,15,4,11,N,Y,,below average height,226.62,green,4,9CMT7H,23,Armstrong,Armstrong9CMT7H,3.01,3.01,1.43,10,Left,
Moshe Ferrell,F,48.88,71.10,50,F,3.81,13,17,9,18,Medium,Medium,N,13,3,7,Y,N,,medium height,131.47,blue,42,8YHXWF,18,Tierney,Tierney8YHXWF,2.81,2.81,3.90,15,Left,
Calista Zhang,C,76.18,30.00,13,F,9.49,17,5,2,10,High,Low,N,16,5,11,N,Y,,tallish,96.03,green,78,2E58P8,23,Stone,Stone2E58P8,0.01,0.01,3.25,9,Right,
Sabrina Porter,C+,76.70,27.56,19,F,54.77,13,17,1,17,Medium,Medium,Y,17,6,10,Y,N,,above average height,67.11,brown,32,FBOM2H,9,Wilkes,WilkesFBOM2H,2.95,2.95,2.23,14,Right,
Bronwyn Mathis,B-,81.48,41.24,82,B-,58.51,17,19,8,8,High,High,N,21,4,11,Y,N,,about average height,150.29,brown,97,YSQY9K,8,Hodgson,HodgsonYSQY9K,3.11,3.11,0.76,15,Right,
Addison Hastings,C-,72.41,0.66,91,A-,96.39,6,3,1,4,High,High,Y,29,5,7,N,Y,,tallish,285.29,green,60,ZQXD9U,24,Alvarado,AlvaradoZQXD9U,0.42,0.42,1.91,14,Mid,
Elouise Gay,F,20.22,29.00,65,D,51.55,9,8,11,15,Medium,Medium,Y,10,2,9,Y,Y,,about average height,262.42,brown,96,VIVZ5Y,9,Bolton,BoltonVIVZ5Y,0.14,0.14,2.21,13,Right,
Mason Gibbons,F,14.85,3.37,4,F,9.86,18,2,7,2,Low,Medium,N,27,1,9,Y,N,,below average height,77.37,green,85,JQQPS8,5,Peralta,PeraltaJQQPS8,2.35,2.35,3.80,7,Right,
Dimitri Dunlap,A,98.04,54.22,57,F,96.04,9,8,9,4,Low,Low,N,8,6,11,Y,Y,,very tall,39.05,brown,48,DI3CCN,17,Dickson,DicksonDI3CCN,3.32,3.32,1.57,6,Mid,
Bryn Hale,B-,82.40,77.73,21,F,64.48,9,7,12,17,Medium,Medium,Y,38,5,10,N,Y,,medium height,271.50,green,65,PRM3D8,12,Shepherd,ShepherdPRM3D8,2.57,2.57,3.22,5,Mid,
Rafe Cordova,D+,67.95,17.39,65,D,75.61,2,18,16,7,Medium,Medium,Y,39,6,7,Y,N,,about average height,11.01,green,46,XLM0KN,2,Edwards,EdwardsXLM0KN,2.95,2.95,2.92,4,Right,
Caine Yang,F,56.29,38.80,94,A,70.94,6,4,0,12,High,Medium,N,11,6,9,Y,N,,about average height,239.58,brown,93,GE2BTT,13,Mustafa,MustafaGE2BTT,3.17,3.17,3.22,7,Mid,
Irfan Bains,F,18.09,1.49,26,F,12.31,7,7,7,11,Medium,Medium,Y,40,2,7,Y,N,,about average height,192.40,brown,14,CIQAN9,12,Levine,LevineCIQAN9,2.48,2.48,2.36,13,Right,
Daisy-May Daniel,B-,80.42,50.38,51,F,85.51,8,9,9,14,High,Medium,N,26,3,10,Y,Y,,tallish,132.62,brown,40,Q2K2A6,1,Martinez,MartinezQ2K2A6,3.24,3.24,3.85,15,Left,
Rudi Weber,C,76.37,65.33,68,D+,80.88,4,20,9,15,Medium,Medium,Y,14,6,9,N,Y,,about average height,272.67,green,34,I7NBJN,15,Jarvis,JarvisI7NBJN,0.46,0.46,2.14,6,Left,
Humaira Mckee,F,44.80,40.29,94,A,40.33,1,5,14,19,High,Medium,Y,13,2,11,N,N,,short,172.48,brown,34,KS4EKL,23,Crosby,CrosbyKS4EKL,0.30,0.30,3.19,7,Mid,
Saniya Cullen,F,4.54,8.00,17,F,52.59,18,6,3,13,Medium,Low,N,38,3,9,N,N,,very short,22.75,blue,89,R74OQC,19,Vincent,VincentR74OQC,0.98,0.98,1.79,15,Left,
Meerab Doyle,A,97.84,53.63,61,D-,48.22,19,5,11,10,High,Medium,N,9,4,9,Y,Y,,above average height,46.02,brown,94,GUZSEB,13,Wise,WiseGUZSEB,3.04,3.04,3.22,16,Right,
Orlando Peck,F,58.82,2.15,68,D+,13.03,9,11,12,7,High,Medium,N,19,1,11,N,N,,short,172.85,brown,20,BAD38D,8,Thompson,ThompsonBAD38D,0.53,0.53,1.84,5,Left,
Dilan Wolf,A,93.10,1.55,51,F,18.84,9,16,6,18,Low,Medium,N,25,5,9,N,Y,,shortish,172.57,green,75,O76HAC,8,Robinson,RobinsonO76HAC,1.27,1.27,2.87,13,Mid,
Amos Spencer,F,23.31,78.79,29,F,48.43,4,8,13,14,Low,High,N,1,2,11,N,N,,medium height,141.39,blue,37,6O8TSF,24,Middleton,Middleton6O8TSF,0.66,0.66,3.05,5,Left,
Malaika Anderson,F,12.60,71.72,71,C-,78.27,0,18,2,11,High,High,Y,27,1,10,Y,Y,,very short,126.04,blue,2,7LF8IP,6,Shannon,Shannon7LF8IP,3.89,3.89,0.75,1,Right,
Rowena Sharpe,D-,60.00,41.79,49,F,85.59,12,16,17,19,High,Medium,Y,35,3,8,N,Y,,medium height,285.31,green,4,DD44NT,20,Hall,HallDD44NT,0.40,0.40,2.01,10,Right,
Zunairah Melendez,A,99.75,12.25,11,F,64.21,1,5,13,7,Low,Medium,Y,4,2,10,N,N,,tall,38.08,blue,17,2LZK1D,20,Curtis,Curtis2LZK1D,1.37,1.37,2.60,15,Right,
Maia Shepard,C-,71.36,73.22,88,B+,97.31,7,6,10,13,Low,Medium,Y,40,5,11,Y,N,,very short,147.42,green,69,MEC8KI,10,Drummond,DrummondMEC8KI,3.64,3.64,2.26,7,Mid,
Lizzie Zavala,F,38.00,52.92,79,C+,21.73,1,10,16,11,Medium,Medium,N,35,5,9,Y,N,,very tall,52.91,green,74,YNUYW4,2,Huynh,HuynhYNUYW4,1.59,1.59,1.76,15,Right,
Winston Burrows,F,51.09,73.73,12,F,45.77,0,15,7,15,High,Low,N,11,5,11,N,Y,,below average height,202.01,blue,41,FGVW2J,8,Benton,BentonFGVW2J,0.97,0.97,3.79,13,Mid,
Phillippa Acosta,F,28.98,23.62,71,C-,64.27,4,14,15,14,High,Low,N,35,4,11,N,N,,medium height,214.88,brown,56,6Q1NS5,5,Savage,Savage6Q1NS5,1.44,1.44,3.37,14,Right,
Jamel Crawford,F,25.42,32.25,10,F,47.67,11,20,17,0,High,Medium,Y,6,6,10,N,N,,below average height,7.09,green,61,B3PMML,8,Short,ShortB3PMML,2.30,2.30,0.98,11,Mid,
Zakary Mcclure,C,73.80,53.26,24,F,29.37,12,12,19,9,Medium,Medium,Y,10,6,9,N,N,,above average height,185.27,blue,71,PEAF0I,2,Woolley,WoolleyPEAF0I,2.36,2.36,0.35,12,Mid,
Owais William,F,53.03,18.88,17,F,21.85,12,16,7,15,Medium,Medium,Y,10,4,10,N,N,,about average height,134.36,brown,8,8JMOIZ,6,Herbert,Herbert8JMOIZ,1.83,1.83,3.15,9,Mid,
Wallace Calderon,F,44.23,92.25,85,B,33.06,14,1,20,5,Low,Medium,N,17,2,7,Y,Y,,tall,278.91,blue,97,J5URJX,10,Murray,MurrayJ5URJX,3.38,3.38,1.45,1,Left,
Mehmet Stacey,F,1.87,87.30,47,F,16.50,19,0,15,20,Low,Low,Y,30,2,11,Y,Y,,tallish,209.02,green,73,QKT1PO,13,Carver,CarverQKT1PO,3.74,3.74,2.25,12,Left,
Lyndsey Fletcher,F,8.45,12.59,47,F,73.65,14,4,3,18,High,High,Y,11,4,10,Y,Y,,very tall,6.78,blue,86,G6P4DN,22,Dillon,DillonG6P4DN,2.09,2.09,0.32,13,Left,
Luella English,D-,60.22,33.75,73,C,50.91,7,2,3,2,Low,Low,Y,37,4,9,N,N,,below average height,202.90,blue,4,AMCFXP,13,Benjamin,BenjaminAMCFXP,1.46,1.46,1.37,1,Left,
Sade Daly,F,14.80,47.12,38,F,17.94,1,7,16,1,Low,High,N,36,5,8,N,Y,,above average height,115.54,green,20,NJWU9P,12,Wu,WuNJWU9P,3.08,3.08,1.98,14,Right,
Lillie-Mai Burnett,C,73.33,52.12,20,F,5.91,9,6,0,14,Medium,Medium,Y,25,2,11,Y,N,,above average height,134.09,blue,81,6A7FHR,4,Kay,Kay6A7FHR,3.04,3.04,0.88,9,Left,
Zachariah Walter,F,18.66,67.72,6,F,62.01,5,15,20,3,High,High,N,12,3,8,Y,N,,tall,213.44,blue,51,67ELH1,13,Leach,Leach67ELH1,1.14,1.14,1.65,3,Left,
Grady Bird,F,0.51,86.57,65,D,53.73,4,6,6,9,High,High,N,15,1,10,N,Y,,medium height,298.40,brown,28,CP3HD5,6,Irving,IrvingCP3HD5,2.16,2.16,3.78,13,Right,
Murat Chandler,C,75.09,81.49,12,F,23.66,15,6,12,0,Medium,High,Y,17,1,8,Y,Y,,tall,37.08,blue,36,RXYX0Q,2,Busby,BusbyRXYX0Q,0.42,0.42,0.75,4,Mid,
Fynn Moses,A,95.60,8.91,20,F,77.17,5,14,0,14,Medium,Low,N,38,5,9,N,Y,,above average height,38.35,blue,1,LQBKJV,21,Spence,SpenceLQBKJV,2.63,2.63,3.06,3,Right,
Tarun Sweeney,B+,88.08,52.22,3,F,9.62,6,7,3,3,Low,High,Y,31,4,7,N,Y,,below average height,197.15,blue,23,CE8P0V,22,Hayden,HaydenCE8P0V,3.57,3.57,1.28,6,Right,
Lianne Herring,A-,91.84,55.71,0,F,79.45,20,2,11,8,Low,High,Y,24,6,7,N,N,,above average height,249.96,green,28,K79N7A,24,Warner,WarnerK79N7A,2.58,2.58,1.93,8,Right,
Orla Deleon,F,19.24,57.18,35,F,89.98,6,19,16,3,Medium,Low,Y,32,6,11,N,N,,very tall,154.64,green,16,JR5E6W,23,Meza,MezaJR5E6W,3.48,3.48,3.22,12,Left,
Tyreese Levine,C+,77.86,5.58,35,F,90.99,13,4,3,16,Low,High,N,6,1,10,N,Y,,medium height,175.70,blue,63,FUUD0C,5,Correa,CorreaFUUD0C,1.45,1.45,0.82,13,Mid,
Emer Grant,C,75.93,24.00,29,F,16.55,0,12,9,20,Medium,Low,Y,15,1,7,N,Y,,tall,13.34,brown,24,25N5D9,23,Mcgowan,Mcgowan25N5D9,0.18,0.18,3.14,16,Left,
Jena Jacobson,F,9.59,83.18,15,F,24.34,1,15,16,1,Low,Low,N,13,4,7,Y,N,,below average height,135.54,blue,71,MKZFWQ,15,William,WilliamMKZFWQ,1.57,1.57,1.64,16,Left,
Ezmae Callahan,B+,88.59,29.19,84,B,14.46,4,14,16,19,Low,Medium,Y,4,4,9,Y,N,,medium height,118.75,green,32,NV7HWO,9,Esquivel,EsquivelNV7HWO,1.59,1.59,2.22,1,Mid,
Amina Gutierrez,F,37.83,16.18,31,F,48.09,9,11,10,18,Medium,Medium,N,7,4,7,Y,N,,below average height,106.03,blue,65,UB7RTF,20,Mcpherson,McphersonUB7RTF,2.37,2.37,1.92,14,Right,
Clinton Gardner,B,82.98,47.95,24,F,48.80,14,2,0,20,Low,High,N,40,1,10,N,Y,,short,72.92,blue,70,TX3VHN,24,Traynor,TraynorTX3VHN,2.29,2.29,1.34,3,Right,
Stanley Adam,F,18.78,34.50,10,F,24.51,19,20,2,2,Medium,Medium,Y,39,3,10,N,Y,,below average height,288.15,brown,21,ONQ6BG,14,Barrera,BarreraONQ6BG,3.82,3.82,3.46,15,Right,
Bethan Hope,F,41.17,51.42,73,C,95.74,13,16,8,15,High,High,N,4,4,10,N,Y,,short,283.24,green,90,1A9LNP,6,Kendall,Kendall1A9LNP,0.23,0.23,0.80,9,Left,
Nafeesa Little,F,42.22,6.16,14,F,15.11,18,15,17,14,Medium,High,N,14,6,9,Y,N,,medium height,2.65,brown,69,J1B6VI,24,Cain,CainJ1B6VI,0.08,0.08,0.71,16,Right,
Manpreet Lang,F,35.34,75.70,82,B-,44.56,13,17,12,15,High,Medium,Y,40,6,7,N,N,,below average height,14.96,green,73,KYILVS,22,Collier,CollierKYILVS,2.17,2.17,3.28,6,Right,
Tracey Randolph,A,94.41,23.38,51,F,95.26,0,3,15,20,Low,High,Y,33,6,8,N,Y,,very tall,39.54,brown,9,GQ77QW,9,Rennie,RennieGQ77QW,3.39,3.39,3.00,9,Left,
Scarlett-Rose Hicks,F,43.72,88.98,44,F,64.68,19,8,13,17,High,Low,N,32,5,7,Y,N,,below average height,145.35,blue,68,5O2O4H,22,Hollis,Hollis5O2O4H,1.31,1.31,2.50,7,Right,
Lucy O'Reilly,F,49.85,55.67,19,F,7.41,4,0,2,12,Medium,Low,N,22,1,7,N,Y,,tall,223.26,brown,26,ZHPKXL,8,Brewer,BrewerZHPKXL,2.86,2.86,1.65,4,Mid,
Reeva Haynes,F,27.98,82.52,11,F,45.11,9,0,12,17,Low,Low,N,8,3,10,Y,Y,,tall,85.17,blue,7,1QX1Z7,13,Pacheco,Pacheco1QX1Z7,1.26,1.26,3.99,6,Mid,
Rudra Brook,F,13.29,33.41,68,D+,16.90,14,3,10,11,Medium,Medium,Y,33,1,8,Y,Y,,medium height,26.95,blue,34,JTYZ6M,23,Craig,CraigJTYZ6M,0.77,0.77,0.76,7,Mid,
Kobe Higgs,B-,82.16,81.44,8,F,45.75,14,18,10,2,Low,High,N,38,1,10,Y,Y,,medium height,5.43,green,56,I34RV8,15,Michael,MichaelI34RV8,1.39,1.39,1.53,8,Mid,
Yasemin Mcculloch,F,54.77,30.85,97,A,63.50,15,20,11,15,Medium,High,N,14,4,8,N,N,,medium height,61.81,green,41,SIMR3L,12,Hatfield,HatfieldSIMR3L,1.33,1.33,1.03,6,Right,
Zackary Boyd,C-,72.18,28.04,60,F,44.19,1,15,19,7,High,High,N,22,5,10,N,N,,shortish,49.43,blue,66,LWPRL2,22,Harding,HardingLWPRL2,0.61,0.61,2.96,9,Left,
Blythe Lees,D+,67.27,47.90,69,D+,5.33,6,14,2,14,Medium,Medium,Y,22,3,8,N,Y,,shortish,183.07,green,71,M86UM0,17,Barrow,BarrowM86UM0,2.47,2.47,2.95,1,Mid,
Jodie Charlton,F,45.84,92.56,10,F,64.45,17,7,13,10,Low,Medium,N,12,5,8,N,Y,,medium height,33.34,blue,46,TNX4SS,6,Burks,BurksTNX4SS,3.50,3.50,1.72,10,Right,
Lee Garrison,F,53.88,56.06,66,D,91.16,8,20,16,20,Low,Medium,N,21,3,8,Y,Y,,short,153.39,brown,48,JJ28G0,9,Wallace,WallaceJJ28G0,1.53,1.53,0.01,4,Left,
Alfred Blair,F,49.68,44.17,80,B-,83.11,14,17,4,14,High,Low,N,39,6,11,N,Y,,medium height,92.19,green,96,DZGS0B,19,Wheeler,WheelerDZGS0B,0.19,0.19,2.77,6,Left,
Hania Escobar,F,5.62,5.44,100,A,87.58,0,9,10,20,Medium,High,N,28,2,7,Y,Y,,tall,61.73,brown,81,A5IGWK,20,Ellison,EllisonA5IGWK,3.44,3.44,0.12,3,Left,
Ariana Mustafa,F,11.60,75.87,96,A,84.56,11,11,9,10,Low,Low,Y,33,5,7,N,Y,,very short,183.39,green,37,SWT1DE,5,Cote,CoteSWT1DE,2.02,2.02,3.55,11,Mid,
Kasey Mcfadden,A,93.85,37.50,79,Z,97.38,7,2,20,16,Low,High,Y,12,3,11,Y,N,,medium height,44.23,brown,23,TU0H3O,20,Lynn,LynnTU0H3O,2.95,2.95,3.43,1,Left,
Kajol Burch,A,97.29,88.02,59,F,9.86,14,16,20,3,Medium,Medium,N,2,5,11,Y,N,,very short,161.12,brown,35,ZLQ391,14,Graves,GravesZLQ391,2.56,2.56,0.39,16,Mid,
Angelica Sampson,F,53.23,66.47,62,E,35.97,2,16,12,11,Medium,Low,N,22,1,11,N,N,,above average height,37.22,green,87,NKKJNC,20,Mcghee,McgheeNKKJNC,1.42,1.42,2.50,13,Mid,
Missy Battle,F,11.21,55.68,76,C,64.54,10,9,4,15,Medium,Medium,N,32,6,8,N,N,,above average height,219.49,brown,100,7CXG6H,21,Betts,Betts7CXG6H,3.38,3.38,3.60,7,Left,
Cadence Finch,F,52.67,74.91,39,F,25.59,16,20,12,6,Medium,Medium,Y,9,1,8,N,N,,very tall,247.71,green,18,JLGXH2,24,Gallagher,GallagherJLGXH2,1.72,1.72,3.53,6,Mid,
Alessio Ponce,F,12.25,85.77,84,B,34.01,8,17,20,1,High,Medium,N,33,4,10,Y,N,,above average height,161.78,blue,24,ROGVOI,13,Harrington,HarringtonROGVOI,0.58,0.58,3.30,6,Right,
Bayley Mcpherson,F,55.62,57.60,3,F,43.15,10,13,5,4,Low,Low,N,18,2,10,Y,Y,,tall,169.15,brown,73,RYMMD4,3,Salinas,SalinasRYMMD4,2.59,2.59,2.76,4,Mid,
Christie Hill,F,5.00,57.03,53,F,93.61,6,15,0,20,Medium,Medium,N,23,3,8,N,Y,,tall,65.32,green,78,N2BL8K,22,Mueller,MuellerN2BL8K,3.62,3.62,0.78,7,Left,
Isaiah Mccormack,F,33.35,62.47,31,F,31.07,9,6,1,18,High,Medium,N,3,6,10,Y,Y,,above average height,153.61,blue,56,ADVNLH,15,Aldred,AldredADVNLH,1.80,1.80,3.65,8,Left,
Taliah Doherty,A,99.07,79.82,65,D,26.61,4,3,15,12,Medium,Low,Y,4,6,9,N,N,,below average height,290.20,green,62,TR7M37,3,Hensley,HensleyTR7M37,1.59,1.59,0.77,12,Mid,
Khadijah Curran,F,10.49,20.44,22,F,88.38,15,17,16,10,High,High,Y,14,1,11,Y,N,,very short,133.57,brown,79,5DFP45,18,Partridge,Partridge5DFP45,3.85,3.85,0.03,12,Left,
Millicent Davis,F,49.34,93.71,21,F,47.08,11,10,4,0,Low,High,N,32,6,9,N,N,,about average height,42.62,brown,44,CIFZAN,14,Lennon,LennonCIFZAN,0.87,0.87,2.91,13,Mid,
Holly Mackie,F,17.28,19.57,77,C,65.37,9,3,11,3,Medium,High,N,7,3,11,N,N,,about average height,186.70,green,18,1EA3PV,12,Clegg,Clegg1EA3PV,0.25,0.25,1.21,3,Right,
Colton Mason,B-,81.27,2.54,46,F,1.57,11,14,18,16,Low,High,Y,3,6,8,N,Y,,tall,178.03,brown,46,WUYOJO,22,Fowler,FowlerWUYOJO,2.83,2.83,3.90,12,Mid,
Meadow Charles,F,14.70,56.04,68,D+,92.67,18,14,3,18,Low,High,N,27,6,9,N,N,,very short,175.97,brown,18,9IHSVX,21,Hassan,Hassan9IHSVX,2.24,2.24,1.38,3,Right,
Payton Burris,F,31.96,56.05,40,F,3.28,11,16,9,10,High,Low,N,1,4,8,Y,Y,,short,108.08,blue,27,R8JE3Q,8,Taylor,TaylorR8JE3Q,3.00,3.00,3.70,11,Left,
Florence Shaffer,B-,81.36,60.19,2,F,79.39,16,12,9,19,Low,Medium,Y,19,2,11,Y,N,,shortish,229.46,green,20,S6QT3A,10,Blackburn,BlackburnS6QT3A,3.83,3.83,2.12,10,Right,
Devonte Golden,F,49.35,18.47,44,F,22.02,6,18,2,7,High,High,N,20,4,9,N,Y,,above average height,63.68,green,55,OYPFYE,15,Giles,GilesOYPFYE,0.92,0.92,2.17,14,Mid,
Florrie Gould,F,27.11,43.06,25,F,96.64,8,20,19,3,Medium,Medium,N,22,3,9,N,N,,about average height,183.41,green,18,DWJVMO,4,Wells,WellsDWJVMO,0.84,0.84,3.43,8,Mid,
Maxwell Milne,F,41.35,13.79,64,D,91.99,20,13,4,14,Medium,Low,Y,12,2,10,Y,N,,short,267.03,blue,16,6PWS53,6,Coulson,Coulson6PWS53,0.53,0.53,2.90,9,Left,
Tania Conner,F,32.47,58.19,6,F,43.24,12,5,5,17,Medium,Low,Y,27,2,10,N,N,,about average height,220.48,blue,59,JYF97F,11,Macdonald,MacdonaldJYF97F,0.74,0.74,1.08,16,Mid,
Eamon Hayden,F,26.43,1.38,53,F,55.16,10,17,16,2,Medium,High,N,3,2,8,N,Y,,below average height,29.65,brown,90,Q1F7DU,6,Perez,PerezQ1F7DU,1.02,1.02,2.14,7,Mid,
Kye Cassidy,F,14.37,18.58,63,D-,57.60,6,17,18,0,Medium,Medium,N,29,6,8,Y,N,,below average height,188.77,brown,22,QBCYCG,23,Thomson,ThomsonQBCYCG,2.30,2.30,3.89,10,Mid,
Emaan Akhtar,F,18.69,73.34,57,F,4.15,12,10,7,2,Medium,High,N,10,3,10,N,Y,,shortish,109.06,green,95,ME0776,5,Vo,VoME0776,2.54,2.54,3.21,6,Right,
Khalil Chaney,D-,61.52,70.40,55,F,6.93,12,10,13,10,Low,Medium,N,2,5,7,N,N,,tallish,12.22,blue,59,9PUZKT,20,Cervantes,Cervantes9PUZKT,3.87,3.87,2.89,6,Mid,
Noor Nolan,C+,78.33,39.65,37,F,62.01,0,19,14,2,High,Medium,N,2,1,8,Y,N,,tallish,284.95,green,6,T4682K,24,Guerrero,GuerreroT4682K,3.58,3.58,0.61,6,Left,
